timestamp_utc,clinker_outlet_T_c,secondary_air_T_c,exhaust_T_c,fan_amp_4_20mA,grate_speed_hz,ambient_T_c,ambient_rh_pct
2026-07-15T08:48:00+00:00,117.81,821.26,219.97,71.79,29.11,30.06,77.39
2026-07-15T08:49:00+00:00,158.91,799.86,220.82,71.72,30.31,29.46,84.99
2026-07-15T08:50:00+00:00,125.18,829.88,200.98,71.53,30.44,31.47,74.48
2026-07-15T08:51:00+00:00,113.42,773.13,223.83,72.25,28.62,29.58,75.08
2026-07-15T08:52:00+00:00,131.13,782.44,217.11,71.29,27.78,28.24,70.8
2026-07-15T08:53:00+00:00,110.38,839.83,188.37,71.21,31.16,31.78,78.75
2026-07-15T08:54:00+00:00,113.72,808.98,216.76,71.48,30.72,29.43,74.37
2026-07-15T08:55:00+00:00,124.5,789.32,212.2,71.86,30.26,32.27,71.7
2026-07-15T08:56:00+00:00,140.46,811.79,196.33,71.64,24.69,30.66,78.88
2026-07-15T08:57:00+00:00,144.67,809.55,222.35,70.12,25.42,30.59,80.52
2026-07-15T08:58:00+00:00,128.88,763.5,214.94,70.99,31.45,30.93,71.42
2026-07-15T08:59:00+00:00,148.62,808.97,216.67,71.52,31.41,30.76,78.38
2026-07-15T09:00:00+00:00,100.01,821.4,202.38,71.87,24.43,31.68,74.48
2026-07-15T09:01:00+00:00,121.93,784.23,199.86,70.59,30.64,29.77,87.35
2026-07-15T09:02:00+00:00,147.05,771.16,201.66,70.6,31.03,31.43,70.19
2026-07-15T09:03:00+00:00,118.54,786.08,217.71,71.38,28.19,29.27,80.73
2026-07-15T09:04:00+00:00,124.56,806.16,214.04,70.61,29.64,30.4,71.23
2026-07-15T09:05:00+00:00,145.0,791.67,204.95,70.26,32.41,31.84,76.1
2026-07-15T09:06:00+00:00,124.03,795.91,210.16,70.96,30.9,30.98,67.11
2026-07-15T09:07:00+00:00,136.91,827.92,224.69,71.15,31.93,30.07,80.07
2026-07-15T09:08:00+00:00,144.02,814.58,207.46,71.23,31.24,30.0,75.99
2026-07-15T09:09:00+00:00,160.43,844.86,204.89,71.82,30.26,30.06,68.08
2026-07-15T09:10:00+00:00,140.69,821.73,211.14,72.31,29.73,30.07,75.14
2026-07-15T09:11:00+00:00,156.68,779.44,207.86,71.94,29.67,31.25,73.62
2026-07-15T09:12:00+00:00,138.32,845.67,220.84,71.68,29.99,30.1,82.76
2026-07-15T09:13:00+00:00,129.49,839.77,226.7,71.5,29.56,28.83,72.39
2026-07-15T09:14:00+00:00,158.53,823.94,227.03,70.7,28.48,31.32,89.43
2026-07-15T09:15:00+00:00,167.65,825.06,223.67,72.35,29.08,32.1,63.39
2026-07-15T09:16:00+00:00,150.14,795.09,216.16,72.39,29.24,31.08,73.02
2026-07-15T09:17:00+00:00,164.5,825.86,210.28,72.04,29.17,30.72,76.03
2026-07-15T09:18:00+00:00,159.4,825.08,213.71,72.65,31.67,30.72,80.12
2026-07-15T09:19:00+00:00,141.85,813.79,205.4,72.08,25.7,31.67,81.26
2026-07-15T09:20:00+00:00,178.65,824.29,218.65,73.23,29.78,32.42,80.99
2026-07-15T09:21:00+00:00,161.66,831.58,221.33,71.89,32.41,32.15,67.69
2026-07-15T09:22:00+00:00,150.57,820.29,214.06,73.1,26.75,31.84,83.06
2026-07-15T09:23:00+00:00,165.68,812.07,226.18,73.12,27.62,32.6,78.93
2026-07-15T09:24:00+00:00,150.92,870.57,220.48,72.74,31.47,33.08,81.87
2026-07-15T09:25:00+00:00,154.95,872.66,213.98,73.05,29.7,32.95,79.48
2026-07-15T09:26:00+00:00,159.76,836.94,220.82,72.93,32.68,32.82,82.55
2026-07-15T09:27:00+00:00,174.34,818.96,221.6,72.65,26.2,31.36,79.86
2026-07-15T09:28:00+00:00,181.48,846.49,246.79,72.78,32.34,31.37,77.6
2026-07-15T09:29:00+00:00,154.59,866.72,228.07,72.67,30.42,30.07,81.3
2026-07-15T09:30:00+00:00,143.88,842.78,204.14,73.3,32.25,31.82,75.89
2026-07-15T09:31:00+00:00,196.82,811.65,229.82,72.07,32.93,32.5,85.62
2026-07-15T09:32:00+00:00,185.45,838.39,222.48,72.96,32.46,30.82,80.75
2026-07-15T09:33:00+00:00,167.16,810.48,223.52,72.87,32.37,31.4,69.05
2026-07-15T09:34:00+00:00,157.43,833.85,220.08,72.94,31.12,31.39,81.61
2026-07-15T09:35:00+00:00,165.14,829.31,209.17,71.98,28.21,30.91,79.66
2026-07-15T09:36:00+00:00,181.7,833.19,200.44,73.52,33.24,31.25,80.44
2026-07-15T09:37:00+00:00,158.95,822.76,222.78,72.46,31.8,33.5,81.81
2026-07-15T09:38:00+00:00,168.47,810.7,211.57,72.95,27.34,31.58,69.42
2026-07-15T09:39:00+00:00,176.8,815.72,222.1,72.34,31.39,31.41,77.05
2026-07-15T09:40:00+00:00,135.97,817.73,215.3,72.11,28.07,33.03,87.97
2026-07-15T09:41:00+00:00,158.35,839.67,219.01,73.07,28.28,31.51,77.57
2026-07-15T09:42:00+00:00,163.05,840.51,219.53,72.11,27.13,31.7,76.86
2026-07-15T09:43:00+00:00,137.57,827.37,199.3,72.72,30.87,30.77,66.9
2026-07-15T09:44:00+00:00,167.37,823.2,222.6,71.5,32.78,30.27,73.39
2026-07-15T09:45:00+00:00,167.18,811.99,206.85,71.92,28.11,31.94,77.11
2026-07-15T09:46:00+00:00,149.66,834.89,211.84,72.15,30.89,30.63,85.37
2026-07-15T09:47:00+00:00,160.63,826.74,217.22,72.37,31.49,30.94,74.31
2026-07-15T09:48:00+00:00,156.84,823.46,205.25,72.58,32.49,34.08,78.71
2026-07-15T09:49:00+00:00,136.75,828.07,210.7,71.5,31.68,30.51,75.18
2026-07-15T09:50:00+00:00,136.75,816.28,224.99,71.55,28.59,30.4,77.06
2026-07-15T09:51:00+00:00,139.67,792.76,211.69,70.97,29.72,32.24,76.15
2026-07-15T09:52:00+00:00,138.99,813.52,205.45,71.04,26.71,30.61,64.63
2026-07-15T09:53:00+00:00,152.88,796.82,200.39,71.46,29.32,32.14,81.57
2026-07-15T09:54:00+00:00,133.09,822.21,208.08,71.16,27.33,33.23,76.3
2026-07-15T09:55:00+00:00,116.78,813.6,208.39,71.71,31.09,30.48,74.28
2026-07-15T09:56:00+00:00,128.55,799.46,205.84,71.61,31.28,31.32,67.22
2026-07-15T09:57:00+00:00,143.2,795.33,181.61,71.77,27.51,29.98,76.17
2026-07-15T09:58:00+00:00,141.64,782.12,215.2,71.18,30.31,32.33,72.49
2026-07-15T09:59:00+00:00,150.14,804.03,209.91,71.43,24.58,31.25,78.97
2026-07-15T10:00:00+00:00,101.45,758.46,200.66,71.68,29.99,32.56,72.29
2026-07-15T10:01:00+00:00,135.86,788.32,205.7,70.8,29.4,33.25,81.04
2026-07-15T10:02:00+00:00,133.83,804.48,192.45,71.89,27.98,32.25,71.77
2026-07-15T10:03:00+00:00,109.35,801.4,220.42,71.5,31.31,31.54,66.39
2026-07-15T10:04:00+00:00,138.92,787.3,204.93,71.42,27.43,31.64,74.09
2026-07-15T10:05:00+00:00,148.7,792.45,220.96,71.26,27.53,32.26,75.19
2026-07-15T10:06:00+00:00,165.03,817.89,199.5,71.62,26.88,29.33,76.01
2026-07-15T10:07:00+00:00,141.12,811.47,201.53,71.11,31.52,32.88,75.16
2026-07-15T10:08:00+00:00,154.69,798.23,209.75,71.17,33.3,32.68,77.64
2026-07-15T10:09:00+00:00,143.1,787.42,207.45,70.56,29.96,32.36,73.97
2026-07-15T10:10:00+00:00,137.38,783.44,201.41,71.08,32.24,31.65,70.32
2026-07-15T10:11:00+00:00,152.01,821.94,196.89,72.21,30.46,29.64,73.0
2026-07-15T10:12:00+00:00,167.41,799.39,230.37,71.76,27.06,31.23,68.64
2026-07-15T10:13:00+00:00,145.13,838.31,238.31,71.49,31.43,32.25,76.46
2026-07-15T10:14:00+00:00,130.91,802.76,223.95,72.34,29.27,31.03,74.54
2026-07-15T10:15:00+00:00,136.56,833.17,197.89,72.02,31.28,33.24,69.85
2026-07-15T10:16:00+00:00,133.33,823.25,213.1,72.1,29.5,32.38,68.32
2026-07-15T10:17:00+00:00,165.13,826.14,208.04,72.79,33.72,30.18,73.08
2026-07-15T10:18:00+00:00,140.14,816.75,213.89,72.0,26.85,32.3,72.67
2026-07-15T10:19:00+00:00,159.51,786.38,216.72,72.43,28.52,33.05,62.96
2026-07-15T10:20:00+00:00,171.59,829.38,209.58,72.87,31.5,33.17,68.28
2026-07-15T10:21:00+00:00,162.89,826.36,210.89,73.18,29.87,33.19,75.91
2026-07-15T10:22:00+00:00,169.71,840.07,210.84,72.83,26.94,31.74,76.97
2026-07-15T10:23:00+00:00,146.49,846.55,196.75,72.56,27.42,33.97,79.42
2026-07-15T10:24:00+00:00,175.31,868.16,217.09,72.34,29.1,33.53,83.15
2026-07-15T10:25:00+00:00,161.93,791.59,220.16,73.66,31.67,32.75,75.68
2026-07-15T10:26:00+00:00,158.82,837.59,221.37,73.38,27.24,32.7,79.19
2026-07-15T10:27:00+00:00,165.04,836.61,206.82,72.5,28.88,34.0,71.35
2026-07-15T10:28:00+00:00,156.14,832.81,229.75,72.62,30.96,33.42,78.84
2026-07-15T10:29:00+00:00,154.08,836.97,217.47,72.93,29.08,32.98,68.83
2026-07-15T10:30:00+00:00,165.6,867.61,219.38,73.01,29.76,33.79,74.59
2026-07-15T10:31:00+00:00,155.94,840.28,218.74,73.46,26.44,34.44,72.25
2026-07-15T10:32:00+00:00,168.53,846.33,216.95,72.17,31.83,32.25,78.22
2026-07-15T10:33:00+00:00,143.34,811.82,211.44,73.65,32.0,32.54,88.22
2026-07-15T10:34:00+00:00,155.19,828.87,210.56,73.55,30.83,32.17,70.94
2026-07-15T10:35:00+00:00,174.29,838.21,221.21,72.58,29.63,32.88,71.05
2026-07-15T10:36:00+00:00,157.18,817.87,233.15,72.98,29.17,33.26,70.8
2026-07-15T10:37:00+00:00,149.54,841.39,214.18,72.04,27.75,33.77,77.0
2026-07-15T10:38:00+00:00,157.2,854.57,198.78,72.76,29.51,32.05,74.24
2026-07-15T10:39:00+00:00,142.9,835.47,228.64,72.53,27.13,31.03,81.85
2026-07-15T10:40:00+00:00,147.23,857.05,212.72,72.0,29.14,32.25,75.85
2026-07-15T10:41:00+00:00,167.45,811.76,203.57,72.4,31.86,32.13,74.79
2026-07-15T10:42:00+00:00,171.07,816.87,237.25,72.32,32.22,32.08,80.96
2026-07-15T10:43:00+00:00,136.73,833.24,218.82,72.46,27.37,33.0,67.2
2026-07-15T10:44:00+00:00,161.22,808.15,203.29,72.22,33.29,33.0,72.75
2026-07-15T10:45:00+00:00,136.41,804.74,210.02,71.83,31.66,34.22,73.45
2026-07-15T10:46:00+00:00,151.14,815.5,235.37,72.17,26.96,32.14,79.53
2026-07-15T10:47:00+00:00,145.35,821.21,196.67,71.67,29.65,31.23,65.52
2026-07-15T10:48:00+00:00,162.64,805.54,202.85,71.13,29.84,32.32,79.58
2026-07-15T10:49:00+00:00,139.55,807.98,232.34,71.42,28.7,32.17,73.92
2026-07-15T10:50:00+00:00,130.88,842.76,204.69,71.54,30.68,32.07,76.05
2026-07-15T10:51:00+00:00,148.67,781.54,214.53,72.39,26.14,32.22,72.36
2026-07-15T10:52:00+00:00,133.06,797.99,224.26,71.2,32.59,33.02,79.81
2026-07-15T10:53:00+00:00,171.0,799.99,211.37,71.66,29.55,29.71,78.75
2026-07-15T10:54:00+00:00,173.82,801.89,218.66,70.81,24.6,33.87,77.14
2026-07-15T10:55:00+00:00,131.77,799.29,200.74,71.48,32.05,31.36,71.64
2026-07-15T10:56:00+00:00,130.71,820.5,206.98,70.89,30.07,31.48,70.54
2026-07-15T10:57:00+00:00,134.52,786.94,210.19,70.18,27.53,33.13,71.25
2026-07-15T10:58:00+00:00,133.05,789.12,199.74,70.78,32.0,32.03,76.14
2026-07-15T10:59:00+00:00,129.26,801.62,208.9,70.88,29.62,31.96,78.84
2026-07-15T11:00:00+00:00,145.29,802.71,212.99,70.15,29.81,32.1,77.58
2026-07-15T11:01:00+00:00,136.04,800.15,181.85,71.81,30.26,33.12,67.35
2026-07-15T11:02:00+00:00,138.72,796.49,201.48,71.26,30.71,30.82,78.15
2026-07-15T11:03:00+00:00,136.26,759.04,209.84,70.74,33.87,31.13,74.45
2026-07-15T11:04:00+00:00,121.47,759.85,187.8,71.63,31.74,32.72,67.51
2026-07-15T11:05:00+00:00,146.55,801.87,218.9,70.73,31.58,33.31,64.41
2026-07-15T11:06:00+00:00,115.31,801.41,219.4,71.2,27.24,34.73,74.22
2026-07-15T11:07:00+00:00,131.33,780.36,216.47,71.53,29.22,33.99,67.82
2026-07-15T11:08:00+00:00,139.84,815.46,214.48,71.16,28.27,33.37,69.36
2026-07-15T11:09:00+00:00,149.11,831.81,210.77,71.7,32.87,33.91,68.68
2026-07-15T11:10:00+00:00,136.33,750.43,218.52,70.89,29.26,33.38,76.42
2026-07-15T11:11:00+00:00,118.35,781.56,194.0,71.56,31.31,30.98,79.35
2026-07-15T11:12:00+00:00,137.2,823.3,206.17,71.06,33.28,34.01,70.83
2026-07-15T11:13:00+00:00,148.83,857.87,215.38,71.55,31.57,31.94,76.3
2026-07-15T11:14:00+00:00,147.99,842.28,230.49,71.95,27.53,32.68,75.22
2026-07-15T11:15:00+00:00,151.84,828.01,221.94,72.2,30.99,31.64,73.06
2026-07-15T11:16:00+00:00,134.26,798.61,208.15,72.86,31.9,32.03,66.01
2026-07-15T11:17:00+00:00,156.96,845.31,232.17,71.95,35.98,33.86,71.02
2026-07-15T11:18:00+00:00,158.0,800.09,199.4,71.92,30.58,34.34,76.56
2026-07-15T11:19:00+00:00,148.89,826.44,216.77,72.28,30.44,33.27,70.73
2026-07-15T11:20:00+00:00,181.19,817.82,218.1,73.07,27.14,33.07,74.52
2026-07-15T11:21:00+00:00,149.25,811.76,211.16,72.42,32.46,32.0,63.77
2026-07-15T11:22:00+00:00,176.75,854.25,211.21,72.27,28.65,34.26,73.49
2026-07-15T11:23:00+00:00,133.19,845.6,225.56,72.39,31.88,34.14,74.4
2026-07-15T11:24:00+00:00,183.27,858.29,220.0,71.91,28.47,34.15,75.99
2026-07-15T11:25:00+00:00,157.3,849.44,225.99,73.47,32.61,34.37,74.32
2026-07-15T11:26:00+00:00,161.85,841.78,219.82,73.23,30.26,33.22,79.04
2026-07-15T11:27:00+00:00,149.97,873.55,200.55,74.09,35.18,31.59,67.97
2026-07-15T11:28:00+00:00,164.78,806.35,221.59,73.41,30.77,35.21,77.62
2026-07-15T11:29:00+00:00,152.99,821.74,225.44,73.29,29.79,33.14,68.36
2026-07-15T11:30:00+00:00,154.04,817.06,210.14,73.07,28.02,33.51,70.08
2026-07-15T11:31:00+00:00,164.36,842.05,217.09,72.78,29.58,33.68,81.76
2026-07-15T11:32:00+00:00,165.98,852.46,234.81,72.54,31.07,32.69,74.15
2026-07-15T11:33:00+00:00,146.83,817.64,220.95,72.64,31.06,33.81,78.24
2026-07-15T11:34:00+00:00,153.68,852.81,217.48,72.91,27.58,34.0,71.07
2026-07-15T11:35:00+00:00,156.26,832.72,222.13,72.81,32.41,34.49,72.3
2026-07-15T11:36:00+00:00,152.31,838.91,221.27,73.44,27.13,34.45,66.43
2026-07-15T11:37:00+00:00,132.95,879.39,232.73,73.51,28.69,32.75,66.87
2026-07-15T11:38:00+00:00,169.26,815.81,210.36,72.56,27.67,32.87,76.42
2026-07-15T11:39:00+00:00,165.89,798.73,216.13,72.65,27.33,33.86,70.03
2026-07-15T11:40:00+00:00,171.83,828.57,229.81,73.0,30.97,34.99,76.26
2026-07-15T11:41:00+00:00,161.03,854.27,212.05,72.44,25.56,33.63,69.25
2026-07-15T11:42:00+00:00,140.88,802.05,208.1,72.2,33.4,31.34,70.77
2026-07-15T11:43:00+00:00,164.27,820.82,221.44,72.42,27.92,32.59,62.65
2026-07-15T11:44:00+00:00,165.96,853.02,217.85,71.71,28.55,35.35,73.65
2026-07-15T11:45:00+00:00,127.53,790.5,211.71,72.04,29.04,32.22,67.55
2026-07-15T11:46:00+00:00,164.2,820.46,210.85,71.27,32.07,31.88,67.88
2026-07-15T11:47:00+00:00,144.04,833.56,229.95,72.04,27.51,31.06,70.71
2026-07-15T11:48:00+00:00,125.46,794.34,224.9,70.97,28.11,33.03,65.49
2026-07-15T11:49:00+00:00,134.22,777.19,214.55,70.27,29.6,30.47,72.53
2026-07-15T11:50:00+00:00,150.84,803.98,207.79,71.07,27.86,33.17,75.06
2026-07-15T11:51:00+00:00,143.91,794.74,226.85,71.55,29.82,32.46,61.0
2026-07-15T11:52:00+00:00,117.55,808.13,214.49,70.9,29.77,32.97,63.36
2026-07-15T11:53:00+00:00,132.91,797.28,208.76,71.44,31.0,31.33,61.79
2026-07-15T11:54:00+00:00,145.33,810.37,206.8,71.4,27.31,33.61,64.27
2026-07-15T11:55:00+00:00,142.94,793.23,223.65,71.54,30.08,33.29,68.15
2026-07-15T11:56:00+00:00,127.0,785.68,204.07,71.07,26.63,33.65,72.07
2026-07-15T11:57:00+00:00,143.8,799.85,226.05,70.62,29.48,33.3,71.83
2026-07-15T11:58:00+00:00,137.69,783.81,201.47,71.61,28.47,33.45,62.38
2026-07-15T11:59:00+00:00,135.25,776.2,194.54,70.77,30.56,33.28,72.03
2026-07-15T12:00:00+00:00,160.94,751.66,217.27,71.99,29.39,31.05,69.77
2026-07-15T12:01:00+00:00,148.21,777.5,193.46,70.61,32.15,32.77,70.96
2026-07-15T12:02:00+00:00,145.88,763.29,207.37,70.32,35.47,33.11,70.51
2026-07-15T12:03:00+00:00,136.1,811.02,218.63,71.52,31.51,32.42,76.15
2026-07-15T12:04:00+00:00,174.58,800.74,187.83,70.87,31.25,33.29,67.96
2026-07-15T12:05:00+00:00,134.81,792.04,204.38,70.81,29.42,32.77,62.42
2026-07-15T12:06:00+00:00,139.93,804.01,195.09,71.4,29.89,33.98,73.58
2026-07-15T12:07:00+00:00,139.69,773.6,182.68,71.69,33.51,33.69,68.99
2026-07-15T12:08:00+00:00,150.82,821.56,228.44,71.66,28.43,30.93,67.83
2026-07-15T12:09:00+00:00,143.59,798.8,204.18,72.46,29.53,33.33,73.18
2026-07-15T12:10:00+00:00,151.76,824.44,213.84,71.59,27.97,32.47,67.74
2026-07-15T12:11:00+00:00,133.64,794.16,213.98,71.8,29.78,32.16,70.62
2026-07-15T12:12:00+00:00,155.11,800.23,211.54,71.36,28.75,33.12,66.49
2026-07-15T12:13:00+00:00,169.24,816.32,217.75,72.22,30.92,34.33,70.29
2026-07-15T12:14:00+00:00,151.86,789.93,204.4,71.03,29.22,33.97,67.76
